Category,Subcategory,Name,Location,Website,Map Coordinates,Mobile Numbers
Tourism & Accommodation,Holiday Homes,Future Nepal Friendship Organization,"Thamel, Kathmandu, Nepal",www.volunteerhelpcenter.org,"27.7127102608875,85.308837890625",9849056230
Tourism & Accommodation,Holiday Homes,Harihara Ashram Meditation Center,"Ganesthan, Gongabu, Kathmandu, Nepal",ashraminnepal.blogspot.com,"27.6975121839591,85.330982208252",9841532370
Tourism & Accommodation,Holiday Homes,Future Nepal Travel and Volunteer,"Raniban, Kathmandu, Nepal",www.futurenepal.org,"27.6772787113809,85.3105314375",9849056230
Tourism & Accommodation,Holiday Homes,Sagarmatha Apartment Bed & Breakfast,"Milap Road, Sanepa, Lalitpur, Patan, Nepal",www.sagarmathaapartmentbedandbreakfast.com,"27.6814139035395,85.3071054873107",9813118965
Tourism & Accommodation,Holiday Homes,icicles adventure treks and tour,"nay bazar , Kathmandu, Nepal",www.iciclesadventuretreks.com,"27.9028107289432,86.6134643554687",9851058702
Tourism & Accommodation,Holiday Homes,Splendid Holidays Tours,"Baneshwor, Kathmandu, Nepal, Kathmandu",www.nepalkailashtours.com,"27.6888715,85.3476192000001",9812683297
Tourism & Accommodation,Holiday Homes,Aaphanta Travels and Tours,"Centerpoint, lakeside, Pokhara, Nepal",www.aaphantatravels.com,"28.2133711616283,83.9570928362182",9816647729
Tourism & Accommodation,Holiday Homes,Nepal Travel Guide,"Pepsicola, Swabalambi Marg, Kathmandu, Nepal",ivisitnepal.com,"27.6913373605686,85.3634852170944",9843397089
Tourism & Accommodation,Translation Services,Incredible Himalayan Sherpa Adventure Pvt.Ltd,"Amrit Marg st. Bhagwan Bahal, Thamel, ktm, Kathmandu, Nepal",www.himalayansherpaadventure.com/,"27.5210432365024,85.0993879438477",9841071023
Tourism & Accommodation,Translation Services,Himalayan Monk Travels & Treks P. ltd.,"100 mtr south. Narshing Chowk Thamel., Kathmandu, Nepal",www.himalayanmonk.com,"27.712802958168,85.3112127607011",9856021538
Tourism & Accommodation,Translation Services,Namaste De Cargo Pvt. Ltd.,"Thamel Kathmandu Nepal, Kathmandu",www.namastedecargo.com,"27.71485801,85.30864937",9851148116
Tourism & Accommodation,Translation Services,Nepal River Runner pvt.Ltd.,"Thamel, Paknajol Chok DRS Bhaban, Kathmandu, Nepal",www.nepalriverrunner.com/,"27.7178510061035,85.3094413876534",9851188261
Tourism & Accommodation,Translation Services,The Nepal Trekking Company (p).Ltd,"Yapikhya Marga,Thamel Kathmandu Nepal, Kathmandu",www.thenepaltrekkingcompany.com,"27.7113470430118,85.3085069527607",9841812218
Tourism & Accommodation,Translation Services,Mountain River Rafting,"Thamel, Kathmandu Nepal, Kathmandu",Http://www.mountainriverrafting.com,"27.7170213157706,85.3099870527344",9851088440
Tourism & Accommodation,Translation Services,Soul Himalaya Trek and Tours,"https://goo.gl/maps/KMRUv4AiCup, Kathmandu, Nepal",www.soulhimalayatreks.com,"27.7313200444736,85.3829259170438",9841482294
Tourism & Accommodation,Translation Services,SAGAURAV JHUMKA TRAVEL & TOURS (P) LTD.,"Main Road, Night Bus Station, Jhumka, Itahari, Nepal",sagauravjhumka.webs.com,"26.6701877608574,87.2037810087204",9815361407
Tourism & Accommodation,Translation Services,Snow touch travel and treks pvt. ltd,"lakeside 6 pokhara, Pokhara, Nepal",www.snowtouchtreks.com,"28.2207759216261,83.9569991033677",9856047927
Tourism & Accommodation,Translation Services,PEC ATTESTATION & APOSTILLE SERVICES,"F3, SAHAJANAND COPLEX, Near Associate Petrol Pump, CG Road, Ahmedabad 380006,",www.pecattestation.com,"23.0252167828762,72.5565037876368",9879872707
Tourism & Accommodation,Translation Services,Hotel florid nepal,"Z street thamel, Kathmandu, Nepal",www.hotelflorid.com.np,"27.716727898621,85.3094145655632",9849023179
Tourism & Accommodation,Translation Services,Travel Corporation Nepal,"Dhapasi-1, Kathmandu Nepal, Kathmandu",www.travelcorporationnepal.com,"27.7469707205604,85.3353825619324",9801749941
Tourism & Accommodation,Recreation,Global Adventure Trekking,"44600 Chakshibari Marg, Kathmandu, Nepal",www.globaladventuretrekking.com,"27.7151227608729,85.3101682662964",9841485631
Tourism & Accommodation,Recreation,Adventure Mountain Treks and Expedition Pvt. Ltd,"Nayabazar-16, Kathmandu, Nepal",adventuretrekkingnepal.com/,"27.7205766850668,85.3052904010849",9841720005
Tourism & Accommodation,Recreation,Nepal Power Places,"Durbar Marg, Kathmandu, Nepal",www.nepalpowerplaces.com,"27.7120677,85.3175365",9851089800
Tourism & Accommodation,Recreation,Three Sixty Travels Pvt. Ltd.,"Kathmandu, Kathmandu, Nepal",www.360travels.com.np,"27.7010731486225,85.3498777388971",9801304802
Tourism & Accommodation,Cottages,Asian Mystery Treks,"Thamel, Kathmandu, Nepal",www.asianmysterytreks.com,"27.715531170943,85.3128719329834",9851122733
Tourism & Accommodation,Cottages,Holidays Destination Travel and Trekking Pvt.Ltd.,"Thamel, Kathmandu, Kathmandu, Nepal",www.holidaydt.com,"27.8129644287343,85.3857421875",9863197699
Tourism & Accommodation,Cottages,KATERO,"Shantipatan, Lakeside-06, Pokhara, Nepal",www.katerocottage.com,"28.2069658470488,83.9666552023129",9856026811
Tourism & Accommodation,Cottages,MANDALA HOTEL PVT.LTD,"LAZIMPAT-2, KATHMANDU, NEPAL, Kathmandu",www.mandalahotel.com.np,"27.7205690920373,85.3193886950612",9849867202
Tourism & Accommodation,Cottages,Shakti Treks and Expedition Nepal,"Lazimpat , Kathmandu, Nepal",www.trekinnepal.net,"27.7217117482492,85.3200790286064",9851026424
Tourism & Accommodation,Self Catering Accommodation,Retreat Serviced Apartments,"Bijeshworimarg, Swayambhunath, Kathmandu, Nepal",www.retreatservicedapartments.com/,"27.7133814617334,85.2981090545654",9801098941
Tourism & Accommodation,Self Catering Accommodation,Thamel Apartments/Hotel,"Thamel marg, Kathmandu, Nepal",www.thamelapartments.com,"27.7123016134814,85.3110563924293",9813304069
Tourism & Accommodation,Self Catering Accommodation,Sineru Serviced Apartments,"Tokha Road, Dhapasi, Kathmandu, Nepal",www.sineruservicedapartments.com,"27.7541332609896,85.3265404701233",9801098946
Tradesmen & Construction,Construction,Sutra Construction & Designers(Prefab)P.ltd,"Tinkune Gairigaon,Gauri Marg; Kathmandu Nepal, Kathmandu",http://www.sutraconstructions.com,"27.6895893471315,85.3492319583893",9851188409
Tradesmen & Construction,Construction,Green Design Nepal Pvt. Ltd.,"1st Floor, Shankamul Tower, Shankamul, Kathmandu, Nepal",http://www.greendesignnepal.com,"27.6671096810846,85.3881454467773",9851120343
Tradesmen & Construction,Construction,Vara Architects and Builders (Pvt) Ltd.,"Baneshower , Kathmandu, Kathmandu, Nepal",vara.com.np,"27.694044599322,85.3355422785263",9816900341
Tradesmen & Construction,Construction,Nabil Construction (P) Ltd.,"chabahil chuchepati Kathmandu , Kathmandu, Nepal",www.nabilconstruction.com,"27.7190570822562,85.3507216573792",9816900341
Tradesmen & Construction,Construction,Azad Metal engineering Pvt. ltd,"balkhu , Kathmandu, Nepal",azadmetal.com.np,"27.6856300882193,85.2970790863037",9823087617
Tradesmen & Construction,Construction,BALKUMARI NIRMAN SEWA,"Basbari, Kathmandu, Nepal",www.bns.com.np,"27.7455190107672,85.3431379795074",9851159718
Tradesmen & Construction,Construction,Amatya Tar Jali and Steel Fabricator,"P8RJ+F9W, Chakrapath, Kathmandu, Nepal",https://www.amatyatarjali.com.np/,"27.7412295,85.3309391",9851090155
Tradesmen & Construction,Construction,J. J. MARBLE HOUSE,"Samakhushi, Kathmandu, Nepal",http://www.jjmh.com.np,"27.7364328704463,85.3187875067932",9802034434
Tradesmen & Construction,Chemicals,Prudential Services and Trading Pvt. Lt.,"chabahill, Kathmandu, Nepal",www.prudentialservices.com.np,"27.6908243595268,85.2902984619141",9840468618
Tradesmen & Construction,Chemicals,Ananda plastic pvt.ltd,"manamaiju-8, Kathmandu, Nepal",http://anandaplastic.com,"27.756376249926,85.3020399955719",9851000578
Tradesmen & Construction,Chemicals,Cleaning Service Nepal,"Chabahil, Bhaktapur, Nepal",ne-np.facebook.com/dhalsafai/,"27.7171517009752,85.3466256277436",9861607898
Tradesmen & Construction,Chemicals,Mangalam Doree Industries,"Bajrang Tol Road, Behind Thakur Ram Campus, Adarshnagar, Birgunj, Nepal, Birgunj",mangalamdoreeindustries.business.site/,"27.0146076296484,84.8656916959247",9855022930
Tradesmen & Construction,Chemicals,Bishnu-Laxmi Concern,"Aloknagar Marg, Kathmandu, Nepal, Kathmandu",www.blcnepal.com,"27.6860213890969,85.3414317592978",9841355155
Tradesmen & Construction,Chemicals,Prudentialcleaningservices,"chabahill, Kathmandu, Nepal",www.prudentialservices.com.np,"27.7202655399848,85.345761494873",9843231365
Tradesmen & Construction,Chemicals,Kathmandu Pest Control Service,"basundhara, Kathmandu, Nepal",kathmandupestcontrol.wordpress.com,"27.7480755843468,85.3276777267456",9849194481
Tradesmen & Construction,Chemicals,Clean Services,"Gaurighat, Kathmandu, Nepal",cleanservices.com.np,"27.7155356931224,85.3534567525368",9851152299
Tradesmen & Construction,Chemicals,Redata pvt.ltd,"Chhetrapati,kathmandu, Kathmandu, Nepal",www.redatagroup.com,"27.6987281080145,85.3314971923828",9803290184
Tradesmen & Construction,Chemicals,J. J. MARBLE HOUSE,"Samakhushi, Kathmandu, Nepal",http://www.jjmh.com.np,"27.7364328704463,85.3187875067932",9802034434
Tradesmen & Construction,Building Materials,Sutra Construction & Designers(Prefab)P.ltd,"Tinkune Gairigaon,Gauri Marg; Kathmandu Nepal, Kathmandu",http://www.sutraconstructions.com,"27.6895893471315,85.3492319583893",9851188409
Tradesmen & Construction,Building Materials,Nepal Construction Mart,"Kupondole, Lalitpur, Kathmandu, Nepal",http://www.nepalconstructionmart.com,"27.6859697303361,85.3159403800964",9801188110
Tradesmen & Construction,Building Materials,Rajshree Emporium p.ltd.,"satungal, Kathmandu, Nepal",www.rajshree.com.np,"27.6867979301386,85.2515003085136",9843463911
Tradesmen & Construction,Building Materials,Jay Traders & Hardwares,"Jay Traders & Hardwares, Surkhet Road, Nepalgunj, opp. Gulm, near Pushpalal Chowk, Nepalgunj",www.jthardwares.com,"28.0703630060891,81.6305209162238",9858020016
Tradesmen & Construction,Building Materials,Eco Cell Industries,"Banepa, Kavre, Kathmandu, Nepal",ecocell.com.np/?url=about,"27.6314404,85.4977832",9841006554
Tradesmen & Construction,Building Materials,Medha Builders Pvt.Ltd,"kathmandu , Nepal, sankhumul, Kathmandu",www.medhabuilders.com/,"27.6772787113809,85.33250409375",9851148723
Tradesmen & Construction,Building Materials,PCT,"Swayambhu, Kathmandu, Kathmandu, Nepal",www.pct.com.np,"27.712945339512,85.289394557476",9818952881
Tradesmen & Construction,Building Materials,Pumori Engineering Services Pvt. Ltd.,"Basanta Marg-351, Babarmahal, KMC-11, Kathmandu, Kathmandu, Nepal",www.pumorigroup.com,"27.690198,85.326005",9851109617
Tradesmen & Construction,Building Materials,Kshamadevi Building Material Pvt Ltd,"Kaushaltar bHAKTAPUR, Kathmandu, Nepal",http://www.buildingmaterials.com.np,"27.6748631231763,85.3631043434143",9841309009
Tradesmen & Construction,Building Materials,Sutra Construction Pvt. Ltd.,"New Baneshwor, Way to Thapa Gau, Kathmandu, Nepal",www.sutraconstruction.com.np,"27.6880682985912,85.3416693056183",9851195379
Tradesmen & Construction,Building Materials,Amatya Tar Jali and Steel Fabricator,"P8RJ+F9W, Chakrapath, Kathmandu, Nepal",https://www.amatyatarjali.com.np/,"27.7412295,85.3309391",9851090155
Tradesmen & Construction,Building Materials,Redata pvt.ltd,"Chhetrapati,kathmandu, Kathmandu, Nepal",www.redatagroup.com,"27.6987281080145,85.3314971923828",9803290184
Tradesmen & Construction,Building Materials,HImalayan Prefab Pvt. Ltd.,"Lakhepati Marg, Dhumbarahi, Kathmandu, Nepal",www.ecohomesnepal.com,"27.717788,85.315923",9801277780
Tradesmen & Construction,Construction Equipment,Medha Builders Pvt.Ltd,"kathmandu , Nepal, sankhumul, Kathmandu",www.medhabuilders.com/,"27.6772787113809,85.33250409375",9851148723
Tradesmen & Construction,Construction Equipment,Amatya Tar Jali and Steel Fabricator,"P8RJ+F9W, Chakrapath, Kathmandu, Nepal",https://www.amatyatarjali.com.np/,"27.7412295,85.3309391",9851090155
Tradesmen & Construction,Construction Equipment,Nepali Homework,"New Bansehwor, Kathmandu, Nepal, Kathmandu",nepalihomework.com,"27.6915,85.342",9800088332
Tradesmen & Construction,Stainless Steel,Azad Metal engineering Pvt. ltd,"balkhu , Kathmandu, Nepal",azadmetal.com.np,"27.6856300882193,85.2970790863037",9823087617
Tradesmen & Construction,Aluminium,Rajshree Emporium p.ltd.,"satungal, Kathmandu, Nepal",www.rajshree.com.np,"27.6867979301386,85.2515003085136",9843463911
Tradesmen & Construction,Aluminium,Azad Metal engineering Pvt. ltd,"balkhu , Kathmandu, Nepal",azadmetal.com.np,"27.6856300882193,85.2970790863037",9823087617
Tradesmen & Construction,Aluminium,Kshamadevi Building Material Pvt Ltd,"Kaushaltar bHAKTAPUR, Kathmandu, Nepal",http://www.buildingmaterials.com.np,"27.6748631231763,85.3631043434143",9841309009
Tradesmen & Construction,Aluminium,Amatya Tar Jali and Steel Fabricator,"P8RJ+F9W, Chakrapath, Kathmandu, Nepal",https://www.amatyatarjali.com.np/,"27.7412295,85.3309391",9851090155
Tradesmen & Construction,Aluminium,NEW KALPANA TRADERS,"dallu kathmandu, Kathmandu, Nepal",newkalpanatraders.com.np,"0,0",9841917909
Tradesmen & Construction,Architectural Services,Arris Designs,"mahalaxmi-9,lalitpur, Patan, Nepal",www.facebook.com/arrisdesigns,"27.6778940373456,85.3212511539459",9801163336
Tradesmen & Construction,Architectural Services,Green Design Nepal Pvt. Ltd.,"1st Floor, Shankamul Tower, Shankamul, Kathmandu, Nepal",http://www.greendesignnepal.com,"27.6671096810846,85.3881454467773",9851120343
Tradesmen & Construction,Architectural Services,Nepal Construction Mart,"Kupondole, Lalitpur, Kathmandu, Nepal",http://www.nepalconstructionmart.com,"27.6859697303361,85.3159403800964",9801188110
Tradesmen & Construction,Architectural Services,Vara Architects and Builders (Pvt) Ltd.,"Baneshower , Kathmandu, Kathmandu, Nepal",vara.com.np,"27.694044599322,85.3355422785263",9816900341
Tradesmen & Construction,Architectural Services,Atrium Designers and Builders Pvt. Ltd.,"Anamnagar Kathmandu Nepal, Kathmandu",www.facebook.com/atriumdb,"27.6975294017283,85.3313038009219",9841641971
Tradesmen & Construction,Architectural Services,Voxel Architects,"Hasapota Ganesh Marga Lalitpur, Kathmandu, Nepal",https://www.voxel.com.np,"27.6803055255556,85.3102460503579",9851108108
Tradesmen & Construction,Architectural Services,Nabil Construction (P) Ltd.,"chabahil chuchepati Kathmandu , Kathmandu, Nepal",www.nabilconstruction.com,"27.7190570822562,85.3507216573792",9816900341
Tradesmen & Construction,Architectural Services,Naxalaya Pvt. Ltd.,"Jhamshikhel chowk, Kathmandu, Nepal",http://www.naxalaya.com,"27.682774464007,85.3016819943084",9849102008
Tradesmen & Construction,Architectural Services,ArEiCon Architects and Engineers Consultants,"Kupondole, Jawgal, Lalitpur, Nepal, Kathmandu",www.areicon.com.np,"27.6854534382742,85.318172313273",9849028039
Tradesmen & Construction,Architectural Services,Eco Cell Industries,"Banepa, Kavre, Kathmandu, Nepal",ecocell.com.np/?url=about,"27.6314404,85.4977832",9841006554
Tradesmen & Construction,Architectural Services,Medha Builders Pvt.Ltd,"kathmandu , Nepal, sankhumul, Kathmandu",www.medhabuilders.com/,"27.6772787113809,85.33250409375",9851148723
Tradesmen & Construction,Architectural Services,Evolve Design Studio,"Block 1, Tori Mill Compound, Near Gyaneshwor Community park, Kathmandu, Nepal",studioevolvedesign.com,"27.7080166522015,85.3313897363232",9818932370
Tradesmen & Construction,Architectural Services,Ujjain Design Architect & Construction Pvt.Ltd,"kathmandu, Kathmandu, Nepal",www.ujjaindesign.com.np,"27.7328729404177,85.3440767526627",9801024407
Tradesmen & Construction,Architectural Services,Pumori Engineering Services Pvt. Ltd.,"Basanta Marg-351, Babarmahal, KMC-11, Kathmandu, Kathmandu, Nepal",www.pumorigroup.com,"27.690198,85.326005",9851109617
Tradesmen & Construction,Construction Services,Sutra Construction & Designers(Prefab)P.ltd,"Tinkune Gairigaon,Gauri Marg; Kathmandu Nepal, Kathmandu",http://www.sutraconstructions.com,"27.6895893471315,85.3492319583893",9851188409
Tradesmen & Construction,Construction Services,Green Design Nepal Pvt. Ltd.,"1st Floor, Shankamul Tower, Shankamul, Kathmandu, Nepal",http://www.greendesignnepal.com,"27.6671096810846,85.3881454467773",9851120343
Tradesmen & Construction,Construction Services,Nepal Construction Mart,"Kupondole, Lalitpur, Kathmandu, Nepal",http://www.nepalconstructionmart.com,"27.6859697303361,85.3159403800964",9801188110
Tradesmen & Construction,Construction Services,Vara Architects and Builders (Pvt) Ltd.,"Baneshower , Kathmandu, Kathmandu, Nepal",vara.com.np,"27.694044599322,85.3355422785263",9816900341
Tradesmen & Construction,Construction Services,Voxel Architects,"Hasapota Ganesh Marga Lalitpur, Kathmandu, Nepal",https://www.voxel.com.np,"27.6803055255556,85.3102460503579",9851108108
Tradesmen & Construction,Construction Services,Nabil Construction (P) Ltd.,"chabahil chuchepati Kathmandu , Kathmandu, Nepal",www.nabilconstruction.com,"27.7190570822562,85.3507216573792",9816900341
Tradesmen & Construction,Construction Services,Eco Cell Industries,"Banepa, Kavre, Kathmandu, Nepal",ecocell.com.np/?url=about,"27.6314404,85.4977832",9841006554
Tradesmen & Construction,Construction Services,Medha Builders Pvt.Ltd,"kathmandu , Nepal, sankhumul, Kathmandu",www.medhabuilders.com/,"27.6772787113809,85.33250409375",9851148723
Tradesmen & Construction,Construction Services,PCT,"Swayambhu, Kathmandu, Kathmandu, Nepal",www.pct.com.np,"27.712945339512,85.289394557476",9818952881
Tradesmen & Construction,Construction Services,Azad Metal engineering Pvt. ltd,"balkhu , Kathmandu, Nepal",azadmetal.com.np,"27.6856300882193,85.2970790863037",9823087617
Tradesmen & Construction,Construction Services,Vinayak Interiors Dharan,"Chhata Chowk,Dharan, Dharan, Nepal",www.facebook.com/ashishinteriordharan,"26.8123873,87.2492331",9829366914
Tradesmen & Construction,Construction Services,Sutra Construction Pvt. Ltd.,"New Baneshwor, Way to Thapa Gau, Kathmandu, Nepal",www.sutraconstruction.com.np,"27.6880682985912,85.3416693056183",9851195379
Tradesmen & Construction,Construction Services,Amatya Tar Jali and Steel Fabricator,"P8RJ+F9W, Chakrapath, Kathmandu, Nepal",https://www.amatyatarjali.com.np/,"27.7412295,85.3309391",9851090155
Tradesmen & Construction,Construction Services,Marsyangdi Engineering Consultant and Construction,"Banasthali, Kathmandu, Kathmandu, Nepal",mecc.com.np,"27.7239836693205,85.2965636146473",9810044118
Tradesmen & Construction,Water Filters,Hk Traders,"lazimpat road, panipokhari,kathmandu, Kathmandu, Nepal",www.thehktraders.com,"27.7280581693439,85.3244309389265",9851014194
Tradesmen & Construction,Water Filters,Regal Water Solution Pvt. Ltd.,"Gopikrishna Margh, Chabahil, Kathmandu, Nepal",regalwatersolution.com/,"27.71875,85.346045",9841197527
Tradesmen & Construction,Water Filters,Reeva ElectroTech Pvt. Ltd.,"satdobato-15, Lalitpur, Kathmandu, Nepal",www.reevaelectro.com,"27.657274560573,85.327234268243",9849987898
Tradesmen & Construction,Pest Control,Metro Pest Control Service,"Dhapasi, Kathmandu, Nepal",www.metropest.blogspot.com,"27.76770958783,85.3273773193359",9863553355
Tradesmen & Construction,Pest Control,Nepal Construction Mart,"Kupondole, Lalitpur, Kathmandu, Nepal",http://www.nepalconstructionmart.com,"27.6859697303361,85.3159403800964",9801188110
Tradesmen & Construction,Pest Control,Pokhara Total Facility Management Company PVT.LTD,"Naya bazar 9 pokhara, Pokhara, Nepal",www.pokharatfm.com.np,"28.2189536,83.9907238999999",9856034998
Tradesmen & Construction,Pest Control,Easy Facilities Pvt. Ltd.,"Jarebar, Pokhara, Nepal",www.easypokhara.com,"28.2116149437726,83.9673216640949",9856026233
Tradesmen & Construction,Pest Control,Number One Pest Control Pvt. Ltd.,"Janapath-6, Butwal, Nepal",numberonepestcontrolnepal.com,"27.6986521131579,83.4671473503113",9857037895
Tradesmen & Construction,Pest Control,Kathmandu Pest Control Service,"basundhara, Kathmandu, Nepal",kathmandupestcontrol.wordpress.com,"27.7480755843468,85.3276777267456",9849194481
Tradesmen & Construction,Pest Control,KANTIPUR PEST CONTROL PVT.LTD,"Baluwatar kathmandu nepal, Kathmandu",www.kantipurpestcontrol.com.np,"27.6760546230118,85.3613067646804",9851057017
Tradesmen & Construction,Pest Control,PDS Pest Control,"Bijeshwori, Kathmandu, Nepal",pdspestcontrol.com,"27.71317,85.298239",9851053277
Tradesmen & Construction,Pest Control,J. J. MARBLE HOUSE,"Samakhushi, Kathmandu, Nepal",http://www.jjmh.com.np,"27.7364328704463,85.3187875067932",9802034434
Tradesmen & Construction,Decorators,Green Design Nepal Pvt. Ltd.,"1st Floor, Shankamul Tower, Shankamul, Kathmandu, Nepal",http://www.greendesignnepal.com,"27.6671096810846,85.3881454467773",9851120343
Tradesmen & Construction,Decorators,Vara Architects and Builders (Pvt) Ltd.,"Baneshower , Kathmandu, Kathmandu, Nepal",vara.com.np,"27.694044599322,85.3355422785263",9816900341
Tradesmen & Construction,Decorators,Atrium Designers and Builders Pvt. Ltd.,"Anamnagar Kathmandu Nepal, Kathmandu",www.facebook.com/atriumdb,"27.6975294017283,85.3313038009219",9841641971
Tradesmen & Construction,Decorators,Nabil Construction (P) Ltd.,"chabahil chuchepati Kathmandu , Kathmandu, Nepal",www.nabilconstruction.com,"27.7190570822562,85.3507216573792",9816900341
Tradesmen & Construction,Decorators,Evolve Design Studio,"Block 1, Tori Mill Compound, Near Gyaneshwor Community park, Kathmandu, Nepal",studioevolvedesign.com,"27.7080166522015,85.3313897363232",9818932370
Tradesmen & Construction,Decorators,Azad Metal engineering Pvt. ltd,"balkhu , Kathmandu, Nepal",azadmetal.com.np,"27.6856300882193,85.2970790863037",9823087617
Tradesmen & Construction,Decorators,New DK Suppliers,"Min Bhawan, Shanti Nagar Gate, Kathmandu, Nepal",www.ndksuppliers.com,"27.6870064635502,85.3424251824617",9851081558
Tradesmen & Construction,Decorators,Vinayak Interiors Dharan,"Chhata Chowk,Dharan, Dharan, Nepal",www.facebook.com/ashishinteriordharan,"26.8123873,87.2492331",9829366914
Tradesmen & Construction,Decorators,J. J. MARBLE HOUSE,"Samakhushi, Kathmandu, Nepal",http://www.jjmh.com.np,"27.7364328704463,85.3187875067932",9802034434
Tradesmen & Construction,Tempered Glass Railing,Rajshree Emporium p.ltd.,"satungal, Kathmandu, Nepal",www.rajshree.com.np,"27.6867979301386,85.2515003085136",9843463911
Tradesmen & Construction,Tempered Glass Railing,Glass Etching Centre,"Shantinagar, Kathmandu, Nepal",kpglass.webs.com,"28.3907585646384,84.1177225112915",9841224346
Tradesmen & Construction,Tempered Glass Railing,Lazimpat Glass House,"Lazimpat, Kathmandu, Nepal",www.lazimpatglasshouse.business.site.com,"27.723755,85.322338",9808457204
Tradesmen & Construction,Tempered Glass Railing,SUMES GLASS TRADERS,"Siddhitol,gongabu-6, Kathmandu, Nepal",www.sumeshglasstraders.com,"27.7394825826189,85.3112218761331",9810224148
Tradesmen & Construction,Construction Training,International Standard Icon- ISI NEPAL,"Balkumari,Kathmandu, Kathmandu, Nepal",http://www.isinepal.com,"27.7165884716738,85.3225708007813",9851117676
Tradesmen & Construction,Construction Training,Eco Cell Industries,"Banepa, Kavre, Kathmandu, Nepal",ecocell.com.np/?url=about,"27.6314404,85.4977832",9841006554
Tradesmen & Construction,Construction Training,Evolve Design Studio,"Block 1, Tori Mill Compound, Near Gyaneshwor Community park, Kathmandu, Nepal",studioevolvedesign.com,"27.7080166522015,85.3313897363232",9818932370
Tradesmen & Construction,Construction Training,Nikhil Multi Servies Pvt. Ltd.,"Macchapokhari, Balaju, Kathmandu, Nepal 44611, Kathmandu",www.nmspl.org.np,"27.7351,85.30464",9841404217
Tradesmen & Construction,Construction Training,Team Nepal Engineering,"Kupondole Lalitpur, Kathmandu, Nepal",www.teamnepal.com.np,"27.6839936159409,85.3185072541237",9841464945
Tradesmen & Construction,Gardeners,Dreams landscaping,"Kathmandu, Nepal, Kathmandu",www.guptanursery.webs.com,"27.6812478976397,85.318021774292",9867226192
Tradesmen & Construction,Gardeners,Satya Sai Nursery,"Tikabhawan, tilottama-6, Rupendehi, Nepal, Lumbini",www.satyasainursery.webs.com,"27.6203685537051,83.4810991287231",9804408679
Tradesmen & Construction,Plumbers,Ans Electricals And Electric Workshop,"M9V8+QJ Kathmandu, Nepal, Kathmandu",www.facebook.com/anselectric,"27.6945298594803,85.3666064913705",9849999128
Tradesmen & Construction,Concrete,Nabil Construction (P) Ltd.,"chabahil chuchepati Kathmandu , Kathmandu, Nepal",www.nabilconstruction.com,"27.7190570822562,85.3507216573792",9816900341
Tradesmen & Construction,Wrought Iron,Azad Metal engineering Pvt. ltd,"balkhu , Kathmandu, Nepal",azadmetal.com.np,"27.6856300882193,85.2970790863037",9823087617
Tradesmen & Construction,Windows,NEW KALPANA TRADERS,"dallu kathmandu, Kathmandu, Nepal",newkalpanatraders.com.np,"0,0",9841917909
Tradesmen & Construction,Glass Manufacturing,Toughened Glass House,"Santi Nagar Baneshwor-31, Kathmandu, Nepal",glassetchingcenter.com.np,"27.5370878394921,85.6269375533896",9851335281
Tradesmen & Construction,Metals,Amatya Tar Jali and Steel Fabricator,"P8RJ+F9W, Chakrapath, Kathmandu, Nepal",https://www.amatyatarjali.com.np/,"27.7412295,85.3309391",9851090155
Tradesmen & Construction,Sandblasting,Glass Etching Centre,"Shantinagar, Kathmandu, Nepal",kpglass.webs.com,"28.3907585646384,84.1177225112915",9841224346
Transport & Motoring,Vehicle Services,Overland Vehicle Service (P) Ltd.,"Naya Bazar, Kathmandu, Nepal , Kathmandu",www.vehiclerentalnepal.com,"27.7189368372232,85.309244972947",9851101623
Transport & Motoring,Vehicle Services,Nepal Footprint Holiday P. Ltd.,"Chaksibari Marga 16 - Thamel, Kathmandu, Kathmandu, Nepal",www.nepalfootprintholiday.com,"27.7174516275297,85.3102460503578",9841459861
Transport & Motoring,Vehicle Services,Software Shark Tech Pvt Ltd,"chabhil, Kathmandu, Nepal",www.geotrack.com.np,"27.716132,85.346541",9801333378
Transport & Motoring,Vehicle Services,Indrayani Motor Garage,"KhariBot, Vanasthali16, Kathmandu, Nepal",Indrayanimotors.com,"27.7319651256014,85.2921426529361",9841454628
Transport & Motoring,Vehicle Services,Club Motors,"Nayabazar-9, Pokhara, Nepal",www.club-motors.business.site,"28.2181457003739,83.9899545985991",9856025381
Transport & Motoring,Vehicle Services,PINNACLE TRADING CONCERN,"Balmandir Chowk,Bharatpur, Chitwan, Bharatpur, Nepal",www.facebook.com/PTC.Chitwan,"27.6748485512582,84.4316351616935",9855053201
Transport & Motoring,Vehicle Services,Visa Travels & Tours (P) Ltd.,"Chabahil, Kathmandu, Nepal",www.nepalvisatravels.com,"27.7185219471905,85.349487402145",9851111719
Transport & Motoring,Vehicle Services,Kathmandu Car Services,"Rani Devi Marg, Lazimpat Road",www.kathmanducarservices.nepaltour.info/,"27.7262560130722,85.3219469190674",9851036473
Transport & Motoring,Vehicle Services,PS Vehicle Service,"Saraswotistha Marg, Gairidhara, Kathmandu, Nepal",www.psservice.com.np,"27.7176541215752,85.3257550956314",9851079693
Transport & Motoring,Vehicle Services,Yatri Bus Pvt. Ltd.,"Street No. 1, Lakeside, Pokhara, Nepal",http://yatribus.com.np,"28.2021196690277,83.9671283979503",9856022576
